index,max-steps,max-reward,exploration-rate,obedience
387,800.0,-261.0,0.8004593607658442,0.28
388,800.0,-210.0,0.8001092186282903,0.2675
389,800.0,-274.0,0.7997592515180446,0.275
390,800.0,-222.0,0.7994094593476156,0.28
391,800.0,-241.0,0.7990598420295549,0.27875
392,800.0,-247.0,0.7987103994764585,0.27375
393,800.0,-254.0,0.7983611316009656,0.27
394,800.0,-224.0,0.7980120383157592,0.26375
395,800.0,-216.0,0.797663119533566,0.27625
396,800.0,-228.0,0.7973143751671563,0.28375
397,800.0,-264.0,0.796965805129344,0.29125
398,800.0,-212.0,0.7966174093329867,0.2825
399,800.0,-274.0,0.7962691876909854,0.30875
400,800.0,-261.0,0.7959211401162845,0.2625
401,800.0,-229.0,0.7955732665218724,0.28375
402,800.0,-241.0,0.7952255668207805,0.32
403,800.0,-262.0,0.7948780409260838,0.27125
404,800.0,-250.0,0.794530688750901,0.285
405,800.0,-219.0,0.7941835102083942,0.29875
406,800.0,-249.0,0.7938365052117684,0.285
407,800.0,-246.0,0.7934896736742726,0.29625
408,800.0,-255.0,0.7931430155091987,0.2725
409,800.0,-246.0,0.7927965306298823,0.255
410,800.0,-233.0,0.7924502189497024,0.27125
411,800.0,-243.0,0.7921040803820806,0.29
412,800.0,-280.0,0.7917581148404825,0.25125
413,800.0,-238.0,0.7914123222384168,0.2575
414,800.0,-239.0,0.7910667024894353,0.24875
415,800.0,-260.0,0.790721255507133,0.26875
416,800.0,-202.0,0.7903759812051481,0.28125
417,800.0,-213.0,0.7900308794971621,0.3025
418,800.0,-207.0,0.7896859502968997,0.29375
419,800.0,-220.0,0.7893411935181284,0.2775
420,800.0,-240.0,0.788996609074659,0.30625
421,800.0,-285.0,0.7886521968803455,0.2825
422,800.0,-217.0,0.7883079568490848,0.25375
423,800.0,-228.0,0.7879638888948169,0.3075
424,800.0,-211.0,0.7876199929315247,0.2525
425,800.0,-201.0,0.7872762688732345,0.27875
426,800.0,-239.0,0.7869327166340151,0.2825
427,800.0,-244.0,0.7865893361279783,0.25125
428,800.0,-219.0,0.7862461272692792,0.29625
429,800.0,-230.0,0.7859030899721154,0.29375
430,800.0,-278.0,0.7855602241507278,0.3
431,800.0,-201.0,0.7852175297193997,0.2825
432,800.0,-199.0,0.7848750065924577,0.3025
433,525.0,-116.0,0.7845326546842709,0.31238095238095237
434,800.0,-303.0,0.7841904739092512,0.27125
435,800.0,-245.0,0.7838484641818536,0.27125
436,800.0,-216.0,0.7835066254165757,0.28125
437,800.0,-252.0,0.7831649575279576,0.26125
438,800.0,-265.0,0.7828234604305825,0.2775
439,800.0,-245.0,0.7824821340390761,0.24625
440,800.0,-223.0,0.7821409782681067,0.27875
441,800.0,-204.0,0.7817999930323853,0.2875
442,800.0,-203.0,0.7814591782466659,0.295
443,800.0,-214.0,0.7811185338257446,0.26625
444,800.0,-283.0,0.7807780596844602,0.2625
445,800.0,-171.0,0.7804377557376945,0.2925
446,800.0,-235.0,0.7800976219003709,0.27375
447,800.0,-241.0,0.7797576580874566,0.30125
448,800.0,-235.0,0.7794178642139603,0.2925
449,800.0,-239.0,0.7790782401949335,0.28
450,800.0,-230.0,0.7787387859454704,0.28875
451,643.0,-136.0,0.7783995013807073,0.28615863141524106
452,800.0,-254.0,0.7780603864158231,0.2725
453,800.0,-241.0,0.777721440966039,0.245
454,800.0,-271.0,0.7773826649466187,0.2925
455,800.0,-277.0,0.777044058272868,0.2675
456,800.0,-259.0,0.7767056208601356,0.28875
457,800.0,-163.0,0.7763673526238118,0.29625
458,800.0,-226.0,0.7760292534793298,0.29875
459,800.0,-241.0,0.7756913233421647,0.2975
460,800.0,-196.0,0.7753535621278339,0.2925
461,800.0,-194.0,0.7750159697518971,0.28875
462,800.0,-265.0,0.7746785461299562,0.305
463,800.0,-243.0,0.7743412911776555,0.2925
464,800.0,-178.0,0.7740042048106811,0.29
465,800.0,-235.0,0.7736672869447614,0.25125
466,800.0,-219.0,0.7733305374956669,0.28625
467,800.0,-220.0,0.7729939563792102,0.28625
468,800.0,-219.0,0.7726575435112463,0.25625
469,800.0,-224.0,0.7723212988076716,0.26625
470,800.0,-214.0,0.7719852221844252,0.29125
471,800.0,-169.0,0.7716493135574878,0.31
472,800.0,-233.0,0.7713135728428823,0.275
473,800.0,-201.0,0.7709779999566735,0.2925
474,800.0,-247.0,0.7706425948149681,0.285
475,800.0,-270.0,0.7703073573339151,0.2825
476,800.0,-191.0,0.7699722874297048,0.30875
477,800.0,-186.0,0.7696373850185699,0.3125
478,800.0,-208.0,0.7693026500167847,0.285
479,800.0,-236.0,0.7689680823406655,0.3375
480,800.0,-232.0,0.7686336819065704,0.28375
481,800.0,-215.0,0.7682994486308992,0.2725
482,800.0,-163.0,0.7679653824300937,0.28125
483,800.0,-251.0,0.7676314832206371,0.26125
484,800.0,-277.0,0.767297750919055,0.285
485,800.0,-252.0,0.766964185441914,0.26875
486,800.0,-270.0,0.766630786705823,0.28
487,800.0,-271.0,0.766297554627432,0.26
488,800.0,-245.0,0.7659644891234331,0.32375
489,800.0,-233.0,0.76563159011056,0.25125
490,800.0,-225.0,0.7652988575055879,0.2875
491,800.0,-237.0,0.7649662912253337,0.315
492,800.0,-254.0,0.7646338911866556,0.27875
493,800.0,-244.0,0.7643016573064539,0.2775
494,800.0,-248.0,0.7639695895016699,0.26875
495,800.0,-219.0,0.7636376876892869,0.2925
496,800.0,-194.0,0.7633059517863291,0.31875
497,800.0,-225.0,0.7629743817098628,0.29125
498,800.0,-199.0,0.7626429773769953,0.31
499,800.0,-276.0,0.7623117387048756,0.27875
500,800.0,-212.0,0.7619806656106941,0.295
501,800.0,-224.0,0.7616497580116824,0.295
502,800.0,-248.0,0.7613190158251136,0.32
503,800.0,-222.0,0.7609884389683024,0.295
504,800.0,-239.0,0.7606580273586041,0.2625
505,800.0,-247.0,0.7603277809134164,0.31
506,800.0,-249.0,0.7599976995501772,0.31875
507,800.0,-240.0,0.7596677831863662,0.255
508,800.0,-220.0,0.7593380317395045,0.31
509,800.0,-238.0,0.7590084451271543,0.2925
510,800.0,-226.0,0.7586790232669188,0.30625
511,800.0,-231.0,0.7583497660764424,0.295
512,800.0,-165.0,0.7580206734734111,0.29375
513,800.0,-224.0,0.7576917453755515,0.2675
514,800.0,-228.0,0.7573629817006317,0.2825
515,800.0,-234.0,0.7570343823664607,0.28125
516,800.0,-194.0,0.7567059472908888,0.305
517,800.0,-228.0,0.7563776763918071,0.27
518,800.0,-233.0,0.7560495695871479,0.2725
519,800.0,-150.0,0.7557216267948845,0.31
520,800.0,-221.0,0.7553938479330313,0.31
521,800.0,-205.0,0.7550662329196435,0.27625
522,800.0,-218.0,0.7547387816728173,0.27625
523,800.0,-214.0,0.7544114941106899,0.245
524,800.0,-219.0,0.7540843701514395,0.29375
525,800.0,-216.0,0.7537574097132849,0.2375
526,800.0,-253.0,0.7534306127144862,0.2875
527,800.0,-198.0,0.7531039790733441,0.2925
528,800.0,-205.0,0.7527775087082001,0.27125
529,800.0,-217.0,0.7524512015374369,0.295
530,800.0,-252.0,0.7521250574794773,0.3025
531,800.0,-201.0,0.7517990764527855,0.3
532,800.0,-237.0,0.7514732583758662,0.29375
533,800.0,-165.0,0.7511476031672649,0.285
534,800.0,-227.0,0.7508221107455678,0.26875
535,800.0,-166.0,0.7504967810294018,0.29125
536,800.0,-209.0,0.7501716139374344,0.29375
537,800.0,-195.0,0.7498466093883738,0.295
538,800.0,-205.0,0.7495217673009691,0.28
539,800.0,-175.0,0.7491970875940095,0.295
540,800.0,-215.0,0.7488725701863251,0.28625
541,800.0,-233.0,0.7485482149967868,0.2675
542,800.0,-217.0,0.7482240219443055,0.3
543,800.0,-214.0,0.7478999909478331,0.3
544,800.0,-212.0,0.7475761219263619,0.285
545,800.0,-228.0,0.7472524147989243,0.2925
546,800.0,-216.0,0.7469288694845941,0.29375
547,800.0,-215.0,0.7466054859024844,0.29875
548,800.0,-162.0,0.7462822639717497,0.28875
549,800.0,-222.0,0.7459592036115843,0.29625
550,800.0,-262.0,0.7456363047412231,0.26375
551,800.0,-154.0,0.7453135672799416,0.30375
552,800.0,-218.0,0.7449909911470551,0.3
553,800.0,-227.0,0.7446685762619198,0.26
554,800.0,-211.0,0.7443463225439321,0.3025
555,800.0,-225.0,0.7440242299125281,0.28625
556,800.0,-233.0,0.7437022982871851,0.3075
557,800.0,-190.0,0.74338052758742,0.3175
558,800.0,-226.0,0.7430589177327902,0.25375
559,800.0,-191.0,0.7427374686428931,0.30375
560,800.0,-181.0,0.7424161802373666,0.2825
561,800.0,-194.0,0.7420950524358885,0.27125
562,800.0,-194.0,0.7417740851581768,0.26625
