index,max-steps,max-reward,exploration-rate,obedience
0,500.0,-271.0,0.1,0.226
1,500.0,-245.0,0.09989507871063977,0.26
2,500.0,-267.0,0.09979031468523611,0.23
3,500.0,-280.0,0.09968570768806995,0.214
4,500.0,-245.0,0.09958125748377547,0.252
5,500.0,-150.0,0.0994769638373397,0.248
6,500.0,-263.0,0.09937282651410186,0.236
7,500.0,-250.0,0.09926884527975295,0.25
8,500.0,-257.0,0.09916501990033515,0.248
9,500.0,-245.0,0.0990613501422413,0.25
10,500.0,-236.0,0.0989578357722144,0.272
11,500.0,-246.0,0.09885447655734707,0.248
12,500.0,-223.0,0.09875127226508106,0.288
13,500.0,-252.0,0.09864822266320664,0.254
14,500.0,-224.0,0.09854532751986217,0.278
15,500.0,-230.0,0.09844258660353356,0.266
16,500.0,-249.0,0.09833999968305365,0.246
17,500.0,-216.0,0.09823756652760188,0.296
18,370.0,11.0,0.09813528690670358,0.23243243243243245
19,500.0,-248.0,0.09803316059022957,0.258
20,500.0,-230.0,0.09793118734839558,0.274
21,500.0,-232.0,0.09782936695176178,0.26
22,500.0,-253.0,0.09772769917123225,0.272
23,500.0,-231.0,0.09762618377805442,0.272
24,500.0,-252.0,0.09752482054381863,0.242
25,500.0,-223.0,0.09742360924045754,0.276
26,500.0,-239.0,0.09732254964024567,0.248
27,500.0,-210.0,0.09722164151579892,0.28
28,500.0,-243.0,0.09712088464007392,0.254
29,500.0,-254.0,0.0970202787863677,0.248
30,500.0,-206.0,0.096919823728317,0.292
31,500.0,-148.0,0.09681951923989793,0.244
32,500.0,-249.0,0.09671936509542534,0.244
33,500.0,-241.0,0.09661936106955235,0.264
34,500.0,-223.0,0.09651950693726989,0.276
35,500.0,-142.0,0.0964198024739061,0.25
36,500.0,-213.0,0.09632024745512589,0.3
37,500.0,-237.0,0.09622084165693043,0.262
38,500.0,-157.0,0.09612158485565664,0.23
39,500.0,-229.0,0.09602247682797667,0.266
40,500.0,-222.0,0.09592351735089742,0.266
41,500.0,-204.0,0.09582470620176001,0.304
42,500.0,-140.0,0.09572604315823934,0.256
43,500.0,-225.0,0.09562752799834348,0.278
44,500.0,-233.0,0.09552916050041332,0.258
45,500.0,-217.0,0.09543094044312193,0.28
46,500.0,-213.0,0.09533286760547414,0.282
47,500.0,-201.0,0.09523494176680602,0.286
48,500.0,-138.0,0.0951371627067844,0.27
49,500.0,-130.0,0.09503953020540636,0.27
