index,max-steps,max-reward,exploration-rate,obedience
0,800.0,-395.0,0.1,0.25125
1,800.0,-398.0,0.09989507871063977,0.24875
2,800.0,-391.0,0.09979031468523611,0.2675
3,800.0,-350.0,0.09968570768806995,0.24875
4,800.0,-395.0,0.09958125748377547,0.26125
5,800.0,-334.0,0.0994769638373397,0.25125
6,800.0,-431.0,0.09937282651410186,0.2275
7,800.0,-364.0,0.09926884527975295,0.25375
8,800.0,-413.0,0.09916501990033515,0.24125
9,800.0,-399.0,0.0990613501422413,0.25125
10,800.0,-393.0,0.0989578357722144,0.27375
11,800.0,-407.0,0.09885447655734707,0.2325
12,800.0,-384.0,0.09875127226508106,0.26125
13,800.0,-375.0,0.09864822266320664,0.265
14,800.0,-401.0,0.09854532751986217,0.26375
15,800.0,-394.0,0.09844258660353356,0.26125
16,800.0,-328.0,0.09833999968305365,0.2525
17,800.0,-382.0,0.09823756652760188,0.24625
18,800.0,-335.0,0.09813528690670358,0.2775
19,800.0,-404.0,0.09803316059022957,0.25
20,800.0,-415.0,0.09793118734839558,0.24625
21,800.0,-354.0,0.09782936695176178,0.305
22,800.0,-423.0,0.09772769917123225,0.23875
23,800.0,-341.0,0.09762618377805442,0.2975
24,800.0,-365.0,0.09752482054381863,0.25875
25,800.0,-342.0,0.09742360924045754,0.31
26,800.0,-395.0,0.09732254964024567,0.26875
27,800.0,-386.0,0.09722164151579892,0.2675
28,800.0,-292.0,0.09712088464007392,0.28125
29,800.0,-382.0,0.0970202787863677,0.27125
30,800.0,-383.0,0.096919823728317,0.24875
31,800.0,-357.0,0.09681951923989793,0.28
32,800.0,-362.0,0.09671936509542534,0.29
33,800.0,-345.0,0.09661936106955235,0.2825
34,800.0,-348.0,0.09651950693726989,0.29
35,800.0,-352.0,0.0964198024739061,0.27875
36,800.0,-290.0,0.09632024745512589,0.28125
37,800.0,-309.0,0.09622084165693043,0.265
38,800.0,-273.0,0.09612158485565664,0.3125
39,800.0,-327.0,0.09602247682797667,0.27
40,800.0,-339.0,0.09592351735089742,0.2975
41,800.0,-356.0,0.09582470620176001,0.285
42,800.0,-390.0,0.09572604315823934,0.25875
43,800.0,-295.0,0.09562752799834348,0.28625
44,800.0,-305.0,0.09552916050041332,0.27125
45,800.0,-370.0,0.09543094044312193,0.25875
46,800.0,-314.0,0.09533286760547414,0.2825
47,800.0,-319.0,0.09523494176680602,0.2975
48,800.0,-363.0,0.0951371627067844,0.29
49,800.0,-339.0,0.09503953020540636,0.275
50,800.0,-330.0,0.0949420440429987,0.3025
51,800.0,-280.0,0.09484470400021755,0.30125
52,800.0,-348.0,0.09474750985804775,0.2875
53,800.0,-311.0,0.09465046139780246,0.275
54,800.0,-336.0,0.09455355840112258,0.285
55,800.0,-374.0,0.09445680064997632,0.25
56,800.0,-329.0,0.09436018792665873,0.2825
57,800.0,-338.0,0.09426372001379113,0.295
58,800.0,-261.0,0.09416739669432066,0.2825
59,800.0,-375.0,0.09407121775151983,0.2675
60,800.0,-324.0,0.09397518296898598,0.31
61,800.0,-340.0,0.09387929213064079,0.275
62,800.0,-326.0,0.09378354502072984,0.29875
63,800.0,-326.0,0.0936879414238221,0.30875
64,800.0,-336.0,0.09359248112480943,0.285
65,800.0,-353.0,0.09349716390890613,0.29625
66,800.0,-338.0,0.0934019895616484,0.28375
67,800.0,-343.0,0.09330695786889394,0.2825
68,800.0,-320.0,0.09321206861682138,0.29625
69,800.0,-322.0,0.09311732159192988,0.2875
70,800.0,-258.0,0.0930227165810386,0.3075
71,800.0,-256.0,0.0929282533712862,0.3
72,800.0,-309.0,0.09283393175013045,0.29625
73,800.0,-319.0,0.09273975150534763,0.305
74,800.0,-333.0,0.09264571242503218,0.28875
75,800.0,-273.0,0.0925518142975961,0.2875
76,800.0,-283.0,0.09245805691176859,0.29125
77,800.0,-295.0,0.09236444005659547,0.28
78,800.0,-313.0,0.09227096352143879,0.31625
79,800.0,-199.0,0.09217762709597632,0.29375
80,800.0,-341.0,0.09208443057020102,0.2875
81,800.0,-289.0,0.09199137373442072,0.32125
82,800.0,-347.0,0.09189845637925748,0.2725
83,800.0,-261.0,0.09180567829564718,0.28875
84,800.0,-263.0,0.09171303927483912,0.29
85,800.0,-270.0,0.09162053910839549,0.26625
86,800.0,-192.0,0.09152817758819082,0.29875
87,800.0,-229.0,0.0914359545064117,0.32125
88,800.0,-292.0,0.09134386965555613,0.29625
89,800.0,-209.0,0.09125192282843317,0.27125
90,800.0,-315.0,0.09116011381816241,0.3225
91,800.0,-245.0,0.09106844241817355,0.28375
92,800.0,-250.0,0.09097690842220589,0.31
93,800.0,-312.0,0.09088551162430791,0.3
94,800.0,-304.0,0.09079425181883675,0.2975
95,800.0,-254.0,0.09070312880045785,0.3025
96,800.0,-336.0,0.09061214236414436,0.3
97,800.0,-225.0,0.09052129230517675,0.30125
98,800.0,-262.0,0.09043057841914237,0.3225
99,800.0,-260.0,0.09034000050193491,0.285
100,800.0,-323.0,0.09024955834975405,0.3125
101,800.0,-333.0,0.09015925175910489,0.2875
102,800.0,-279.0,0.09006908052679757,0.3
103,800.0,-218.0,0.08997904444994678,0.32625
104,800.0,-297.0,0.0898891433259713,0.32
105,800.0,-275.0,0.08979937695259357,0.2725
106,800.0,-314.0,0.08970974512783922,0.3
107,800.0,-276.0,0.08962024765003657,0.32625
108,800.0,-247.0,0.0895308843178163,0.31875
109,800.0,-306.0,0.08944165493011089,0.315
110,800.0,-259.0,0.08935255928615411,0.31125
111,800.0,-244.0,0.08926359718548077,0.29875
112,800.0,-198.0,0.08917476842792613,0.2925
113,800.0,-227.0,0.08908607281362538,0.33625
114,800.0,-242.0,0.0889975101430134,0.31625
115,800.0,-249.0,0.08890908021682414,0.3
116,800.0,-182.0,0.08882078283609021,0.28625
117,800.0,-293.0,0.08873261780214248,0.32875
118,800.0,-315.0,0.08864458491660956,0.29875
119,800.0,-240.0,0.08855668398141747,0.285
120,800.0,-197.0,0.08846891479878904,0.315
121,800.0,-176.0,0.08838127717124358,0.31125
122,800.0,-188.0,0.08829377090159637,0.2875
123,800.0,-236.0,0.08820639579295829,0.29125
124,800.0,-220.0,0.0881191516487353,0.33125
125,800.0,-192.0,0.08803203827262804,0.26625
126,800.0,-268.0,0.08794505546863135,0.32625
127,800.0,-230.0,0.08785820304103395,0.28125
128,800.0,-222.0,0.08777148079441777,0.29375
